Label	Category	Name
GCA_916858655.1_Leaf350_v1_CAKASL010000001.1_seq1...class_A	Latent	NA
GCA_934667915.1_ERR7738460_bin.115_CAKUMT010000032.1_seq1...aph6	Latent	NA
GCA_934675235.1_ERR7747322_bin.203_CAKUQG010000449.1_seq1...mph	Latent	NA
GCA_937941905.1_SRR5251193_bin.85_CONCOCT_v1.1_MAG_CALDGS010000063.1_seq1...class_A	Latent	NA
GCA_937969605.1_L2_Bin_METABAT_23_1_1_CALBWC010000003.1_seq1...class_B_3	Latent	NA
GCA_946222365.1_Sb8g0rQBjv_bin.5.MAG_CAMIBR010000190.1_seq1...aph6	Latent	NA
GCA_947178455.1_SRR14411257_bin.8_metawrap_v1.3_MAG_CAMWYI010000133.1_seq1...class_A	Latent	NA
GCA_947492465.1_688.fasta_CANLNF010000005.1_seq1...class_A	Latent	NA
GCA_947500075.1_2.538A.fasta_CANMQS010000016.1_seq1...class_A	Latent	NA
GCA_948968305.1_MGBC124381_CARESO010000007.1_seq1...class_A	Latent	NA
GCA_949288795.1_SI.O97.metabat.bins.53_CASELO010000008.1_seq1...class_A	Latent	NA
GCA_963378085.1_MU0050_Flye_MinION_OY726395.1_seq1...class_A	Latent	NA
GCA_963378095.1_MU0053_Flye_MinION.2_OY726397.1_seq1...class_A	Latent	NA
GCA_963519925.1_ERR9968737_bin.10_MetaWRAP_v1.3_MAG_CAUQPH010000023.1_seq1...class_A	Latent	NA
GCA_963527515.1_ERR9969200_bin.6_MetaWRAP_v1.3_MAG_CAURTV010000043.1_seq1...aph6	Latent	NA
GCA_000010545.1_ASM1054v1_AP009386.1_seq2...class_A	Latent	NA
GCA_000011245.1_ASM1124v1_BA000028.3_seq1...mph	Latent	NA
GCA_000016985.1_ASM1698v1_CP000724.1_seq1...mph	Latent	NA
GCA_000022645.2_ASM2264v1_CP001504.2_seq1...class_D_1	Latent	NA
GCA_000023405.1_ASM2340v1_CP001643.1_seq1...mph	Latent	NA
GCA_000025265.1_ASM2526v1_CP001854.1_seq1...aph2b	Latent	NA
GCA_000143965.1_ASM14396v1_CP002085.1_seq1...class_A	Latent	NA
GCA_000155575.1_ASM15557v1_DS989898.1_seq1...class_A	Latent	NA
GCA_000168975.1_ASM16897v1_AAUW01000001.1_seq1...class_A	Latent	NA
GCA_000178435.1_ASM17843v1_ADNT01000017.1_seq1...mph	Latent	NA
GCA_000204015.1_ASM20401v1_GL883077.1_seq1...class_B_3	Latent	NA
GCA_000218895.1_ASM21889v1_CP002859.1_seq1...class_A	Latent	NA
GCA_000220985.2_ASM22098v2_AFRW01000118.1_seq1...mph	Latent	NA
GCA_000242715.2_ASM24271v2_AHBF01000111.1_seq1...aph6	Latent	NA
GCA_000247495.2_ASM24749v2_AHVZ01000006.1_seq1...class_A	Latent	NA
GCA_000253235.1_ASM25323v1_FR845719.1_seq1...aph6	Latent	NA
GCA_000265115.1_ASM26511v1_AKAU01000084.1_seq1...class_A	Latent	NA
GCA_000265385.1_ASM26538v1_CP003280.1_seq1...class_A	Latent	NA
GCA_000282575.1_Herbaspirillum.strYR522_v1.0_AKJA01000134.1_seq1...class_A	Latent	NA
GCA_000300005.1_ASM30000v1_CP003466.1_seq1...class_A	Latent	NA
GCA_000311725.1_ASM31172v1_HE978512.1_seq1...aph6	Latent	NA
GCA_000340475.1_ASM34047v1_CM001792.1_seq1...mph	Latent	NA
GCA_000347995.1_ASM34799v1_KB661120.1_seq1...class_B_3	Latent	NA
GCA_000364605.1_ASM36460v1_KB822580.1_seq1...aph6	Latent	NA
GCA_000364845.1_D15.8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0_KB822693.1_seq1...class_A	Latent	NA
GCA_000371785.1_ASM37178v1_AQUI01000002.1_seq1...class_A	Latent	NA
GCA_000374385.1_ASM37438v1_KB894291.1_seq1...mph	Latent	NA
GCA_000377705.1_ASM37770v1_KB898633.1_seq1...mph	Latent	NA
GCA_000379465.1_ASM37946v1_KB905414.1_seq2...class_A	Latent	NA
GCA_000422085.1_ASM42208v1_CP006252.1_seq1...class_B_3	Latent	NA
GCA_000428065.1_ASM42806v1_ATZF01000005.1_seq1...class_B_1_2	Latent	NA
GCA_000470745.1_version_1_of_the_Halomonas_huanghegensis_AVBC01000014.1_seq1...class_A	Latent	NA
GCA_000472385.1_ASM47238v1_AWZU01000003.1_seq1...class_A	Latent	NA
GCA_000473895.1_KS51_v1_ASSJ01000089.1_seq1...class_A	Latent	NA
GCA_000474175.2_ASM47417v2_BATN01000005.1_seq1...class_B_3	Latent	NA
GCA_000482345.1_ASM48234v1_AXVB01000006.1_seq1...aph2b	Latent	NA
GCA_000496755.2_ASM49675v2_AYKS02000079.1_seq1...class_A	Latent	NA
GCA_000566685.1_Dyadobacter_tibetensis_Y620.1_AZQN01000004.1_seq1...class_A	Latent	NA
GCA_000621485.1_ASM62148v1_JHYF01000013.1_seq2...mph	Latent	NA
GCA_000691525.1_ATCC25795_good_1_paired_assembly_JMDW01000009.1_seq1...class_A	Latent	NA
GCA_000706725.1_ASM70672v1_CP003923.1_seq1...mph	Latent	NA
GCA_000708755.2_ASM70875v2_JGVU02000005.1_seq1...mph	Latent	NA
GCA_000715895.1_ASM71589v1_KL572029.1_seq1...aph6	Latent	NA
GCA_000717205.1_ASM71720v1_JNYM01000469.1_seq1...class_A	Latent	NA
GCA_000718155.1_ASM71815v1_JOEW01000019.1_seq1...aph6	Latent	NA
GCA_000718175.1_ASM71817v1_JOFB01000043.1_seq1...aph6	Latent	NA
GCA_000718785.1_ASM71878v1_JOCA01000015.1_seq1...aph6	Latent	NA
GCA_000719915.1_ASM71991v1_JOIG01000012.1_seq1...aph6	Latent	NA
GCA_000723905.1_PRJEB5512_assembly_1_CCDN010000001.1_seq1...class_A	Latent	NA
GCA_000725795.1_Doro.v1.0_JNXP01000014.1_seq1...aac3_class2	Latent	NA
GCA_000731655.1_ASM73165v1_JPGM01000003.1_seq1...class_D_1	Latent	NA
GCA_000734885.1_SerGri_SPAdes_JGVP01000014.1_seq1...class_B_3	Latent	NA
GCA_000754995.1_PVA_KN150745.1_seq1...class_A	Latent	NA
GCA_000757485.1_ACRTA_JPYO01000042.1_seq1...class_A	Latent	NA
GCA_000761445.1_ASM76144v1_KN196470.1_seq1...class_A	Latent	NA
GCA_000766865.1_ASM76686v1_JNFA01000028.1_seq1...class_A	Latent	NA
GCA_000805455.1_ASM80545v1_JSUS01000071.1_seq1...class_D_2	Latent	NA
GCA_000818095.1_ASM81809v1_CP009416.1_seq1...mph	Latent	NA
GCA_000833595.1_GFC_23_JRFO01000007.1_seq2...class_A	Latent	NA
GCA_000962925.1_Xal.PNG_130.G1_JZIG01000004.1_seq1...class_A	Latent	NA
GCA_001005085.2_ASM100508v2_LBMU02000033.1_seq1...aph6	Latent	NA
GCA_001049955.1_PRJEB9438_assembly_1_CVRY01000004.1_seq1...class_A	Established	hugA
GCA_001189955.1_ASM118995v1_LFLT01000022.1_seq1...class_A	Latent	NA
GCA_001279725.1_ASM127972v1_LGDE01000315.1_seq1...aph6	Latent	NA
GCA_001280085.1_ASM128008v1_LGED01000216.1_seq1...aph6	Latent	NA
GCA_001303895.1_ASM130389v1_LJSD01000054.1_seq1...class_A	Latent	NA
GCA_001418165.1_ASM141816v1_LIPR01000475.1_seq1...aph6	Latent	NA
GCA_001421705.1_Leaf220_LMKO01000001.1_seq1...class_A	Latent	NA
GCA_001422485.1_Leaf283_LMNF01000001.1_seq1...class_A	Latent	NA
GCA_001427085.1_Root1497_LMGF01000003.1_seq1...class_B_3	Latent	NA
GCA_001431535.1_ASM143153v1_LDJK01000005.1_seq1...class_A	Latent	NA
GCA_001442535.1_ASM144253v1_CP013141.1_seq1...class_A	Latent	NA
GCA_001468035.1_ASM146803v1_LNZA01000001.1_seq1...class_B_3	Latent	NA
GCA_001468285.1_ASM146828v1_LNSB01000004.1_seq1...class_B_3	Latent	NA
GCA_001518275.1_ASM151827v1_LRCU01000018.1_seq1...class_A	Latent	NA
GCA_001518795.1_ASM151879v1_CP013988.1_seq1...mph	Latent	NA
GCA_001523185.1_ASM152318v1_LOUZ01000064.1_seq1...class_A	Latent	NA
GCA_001528665.1_ASM152866v1_BBYJ01000012.1_seq1...class_D_2	Latent	NA
GCA_001546055.1_ASM154605v1_LIPY01000124.1_seq1...aph2b	Latent	NA
GCA_001571365.1_ASM157136v1_BCTQ01000017.1_seq1...class_A	Latent	NA
GCA_001611975.1_ASM161197v1_CP014525.1_seq1...class_A	Latent	NA
GCA_001612685.1_ASM161268v1_BDAY01000032.1_seq1...aph6	Latent	NA
GCA_001651785.1_ASM165178v1_LWSF01000001.1_seq1...class_A	Latent	NA
GCA_001663155.1_ASM166315v1_CP015963.1_seq1...class_A	Latent	NA
GCA_001665825.1_ASM166582v1_LZST01000091.1_seq1...aph6	Latent	NA
GCA_001667035.1_ASM166703v1_LZIR01000059.1_seq1...class_A	Latent	NA
GCA_001677435.1_ASM167743v1_CP016268.1_seq1...class_B_3	Latent	NA
GCA_001684955.1_ASM168495v1_MAYF01000328.1_seq1...class_A	Latent	NA
GCA_001693485.1_ASM169348v1_MAXC01000012.1_seq1...class_A	Latent	NA
GCA_001723055.1_ASM172305v1_MDCR01000164.1_seq1...aph6	Latent	NA
GCA_001984035.1_ASM198403v1_CP019449.1_seq1...class_B_3	Latent	NA
GCA_001999245.1_ASM199924v1_CP019630.1_seq1...class_A	Latent	NA
GCA_001999485.2_ASM199948v2_MPVZ02000029.1_seq1...class_A	Latent	NA
GCA_002019605.1_ASM201960v1_KV917368.1_seq1...mph	Latent	NA
GCA_002019665.1_ASM201966v1_KV917375.1_seq2...mph	Latent	NA
GCA_002019705.1_ASM201970v1_KV917377.1_seq1...mph	Latent	NA
GCA_002028545.1_ASM202854v1_MWPQ01000005.1_seq1...class_A	Latent	NA
GCA_002067135.1_ASM206713v1_CP020105.1_seq1...class_A	Latent	NA
GCA_002155995.1_ASM215599v1_MUMG01000211.1_seq1...aph6	Latent	NA
GCA_002156025.1_ASM215602v1_MUMK01000246.1_seq1...class_A	Latent	NA
GCA_002157625.1_Brevundimonas_SH203_assembly01_BDMM01000002.1_seq1...class_A	Latent	NA
GCA_002198665.1_ASM219866v1_MWLM01000043.1_seq1...class_B_3	Latent	NA
GCA_002223185.1_ASM222318v1_NKFF01000005.1_seq1...class_D_1	Latent	NA
GCA_002245355.1_ASM224535v1_NOWF01000006.1_seq1...class_A	Latent	NA
GCA_002251795.1_ASM225179v1_NOXU01000025.1_seq1...class_A	Latent	NA
GCA_002294365.1_ASM229436v1_DBFR01000124.1_seq1...class_B_3	Latent	NA
GCA_002294955.1_ASM229495v1_NSGD01000024.1_seq1...class_A	Latent	NA
GCA_002341125.1_ASM234112v1_DDNJ01000149.1_seq1...class_A	Latent	NA
GCA_002396445.1_ASM239644v1_DGXV01000010.1_seq1...class_A	Latent	NA
GCA_002419705.1_ASM241970v1_DIGQ01000112.1_seq1...class_A	Latent	NA
GCA_002419815.1_ASM241981v1_DIGV01000048.1_seq1...class_A	Latent	NA
GCA_002479495.1_ASM247949v1_DLNQ01000005.1_seq1...class_B_3	Latent	NA
GCA_002607755.1_ASM260775v1_MCGS01000001.1_seq1...class_B_3	Latent	NA
GCA_002723935.1_ASM272393v1_BEWM01000007.1_seq1...class_A	Latent	NA
GCA_002723955.1_ASM272395v1_BEWN01000003.1_seq1...class_A	Latent	NA
GCA_002752675.1_ASM275267v1_CP024608.1_seq1...class_A	Latent	NA
GCA_002754195.1_ASM275419v1_PEEU01000001.1_seq1...class_A	Latent	NA
GCA_002797815.1_ASM279781v1_PGFJ01000002.1_seq1...class_A	Latent	NA
GCA_002868735.1_ASM286873v1_CP025613.1_seq1...class_A	Latent	NA
GCA_002870965.1_ASM287096v1_PHSO01000001.1_seq1...class_A	Latent	NA
GCA_002891015.1_ASM289101v1_POUK01000009.1_seq1...class_A	Latent	NA
GCA_002897375.1_ASM289737v1_BFAG01000011.1_seq1...aph6	Latent	NA
GCA_002906165.1_ASM290616v1_PPCN01000003.1_seq1...class_A	Latent	NA
GCA_002916655.1_ASM291665v1_PPSM01000014.1_seq1...class_B_3	Latent	NA
GCA_002931075.1_ASM293107v1_PSTQ01000005.1_seq1...aph6	Latent	NA
GCA_002993335.1_ASM299333v1_PVNS01000006.1_seq1...mph	Latent	NA
GCA_003046775.1_ASM304677v1_PZOY01000028.1_seq1...class_A	Latent	NA
GCA_003105115.1_ASM310511v1_QETH01000001.1_seq1...class_A	Latent	NA
GCA_003123685.1_ASM312368v1_QCYJ01000020.1_seq1...class_A	Latent	NA
GCA_003144375.1_ASM314437v1_PENV01000002.1_seq1...class_A	Latent	NA
GCA_003148625.1_ASM314862v1_QGGO01000001.1_seq1...class_A	Latent	NA
GCA_003148775.1_ASM314877v1_QGGW01000007.1_seq2...class_A	Latent	NA
GCA_003171675.1_ASM317167v1_QFZQ01000007.1_seq1...class_A	Latent	NA
GCA_003253475.1_ASM325347v1_QKUA01000002.1_seq1...aph6	Latent	NA
GCA_003258515.1_ASM325851v1_QGEH01000001.1_seq1...class_A	Latent	NA
GCA_003286915.1_ASM328691v1_QMFY01000005.1_seq1...class_A	Latent	NA
GCA_003367355.1_ASM336735v1_CP031413.1_seq1...class_B_3	Latent	NA
GCA_003385895.1_ASM338589v1_QRDQ01000008.1_seq1...class_A	Latent	NA
GCA_003416915.1_ASM341691v1_QVIL01000012.1_seq1...class_B_3	Latent	NA
GCA_003449435.1_ASM344943v1_DMHN01000171.1_seq1...class_A	Latent	NA
GCA_003472415.1_ASM347241v1_QRLX01000016.1_seq1...erm_typeA	Established	erm(X)
GCA_003591655.1_ASM359165v1_QVRA01000001.1_seq1...class_B_3	Latent	NA
GCA_003610295.1_ASM361029v1_RAPV01000001.1_seq1...class_A	Latent	NA
GCA_003633755.1_ASM363375v1_RBIL01000002.1_seq1...class_A	Latent	NA
GCA_003640395.1_ASM364039v1_RBZQ01000001.1_seq1...class_A	Latent	NA
GCA_003711225.1_ASM371122v1_CP031030.1_seq1...class_A	Latent	NA
GCA_003815715.1_ASM381571v1_CP033922.1_seq2...class_A	Latent	NA
GCA_003851045.1_ASM385104v1_BFBX01000003.1_seq1...aph6	Latent	NA
GCA_003852515.1_ASM385251v1_QAJK01000168.1_seq1...class_A	Latent	NA
GCA_003934285.1_ASM393428v1_RQWJ01000003.1_seq1...class_A	Latent	NA
GCA_003949795.1_ASM394979v1_RPRY01000046.1_seq1...aph6	Latent	NA
GCA_004014855.1_ASM401485v1_CP034930.1_seq2...class_A	Latent	NA
GCA_004018965.1_ASM401896v1_SANU01000004.1_seq1...class_A	Latent	NA
GCA_004023625.1_ASM402362v1_RPDJ01000054.1_seq1...aph6	Latent	NA
GCA_004116265.1_ASM411626v1_QOUX01000025.1_seq1...mph	Latent	NA
GCA_004136315.1_ASM413631v1_CP029562.1_seq1...class_A	Latent	NA
GCA_004136575.1_ASM413657v1_NOIQ01000008.1_seq1...mph	Latent	NA
GCA_004168365.1_ASM416836v1_CP035704.1_seq1...class_B_3	Latent	NA
GCA_004339765.1_ASM433976v1_SMGO01000003.1_seq1...class_A	Latent	NA
GCA_004346135.1_ASM434613v1_SMAD01000011.1_seq1...class_A	Latent	NA
GCA_004349055.1_ASM434905v1_SMKX01000002.1_seq1...class_A	Latent	NA
GCA_004353505.1_ASM435350v1_SMNQ01000003.1_seq1...aph6	Latent	NA
GCA_004358665.1_ASM435866v1_SMZR01000002.1_seq1...aph2b	Latent	NA
GCA_004405105.1_ASM440510v1_SORW01000046.1_seq1...mph	Latent	NA
GCA_004405125.1_ASM440512v1_SORX01000006.1_seq1...mph	Latent	NA
GCA_004519335.1_ASM451933v1_SOZD01000004.1_seq1...class_A	Latent	NA
GCA_004614185.1_ASM461418v1_SPVF01000211.1_seq1...class_B_3	Latent	NA
GCA_004614195.1_ASM461419v1_SPUM01000107.1_seq1...class_B_3	Latent	NA
GCA_004801375.1_ASM480137v1_SSNZ01000001.1_seq1...class_A	Latent	NA
GCA_004962005.1_ASM496200v1_SUHR01000037.1_seq1...class_A	Latent	NA
GCA_006170445.1_ASM617044v1_VCNA01000003.1_seq1...class_D_2	Latent	NA
GCA_006539865.1_ASM653986v1_BJNV01000009.1_seq1...class_A	Latent	NA
GCA_006547045.1_ASM654704v1_CP041242.1_seq1...class_A	Latent	NA
GCA_006715925.1_ASM671592v1_VFOE01000001.1_seq1...aph6	Latent	NA
GCA_006716425.1_ASM671642v1_VFOZ01000001.1_seq2...class_A	Latent	NA
GCA_006716785.1_ASM671678v1_VFPQ01000001.1_seq1...class_D_2	Latent	NA
GCA_007293315.1_ASM729331v1_VLXZ01000008.1_seq1...class_A	Latent	NA
GCA_007362775.1_ASM736277v1_CP041692.1_seq1...aph6	Latent	NA
GCA_007679965.1_ASM767996v1_VEHL01000001.1_seq1...class_A	Latent	NA
GCA_007827995.1_ASM782799v1_VITS01000013.1_seq1...class_A	Latent	NA
GCA_007988825.1_ASM798882v1_BJUW01000012.1_seq1...mph	Latent	NA
GCA_007991275.1_ASM799127v1_BJYA01000013.1_seq1...mph	Latent	NA
GCA_007994075.1_ASM799407v1_VIWU01000001.1_seq1...class_A	Latent	NA
GCA_008000995.1_ASM800099v1_CP042828.1_seq1...mph	Latent	NA
GCA_008014775.2_ASM801477v2_CP144914.1_seq1...aph6	Latent	NA
GCA_008039505.1_ASM803950v1_SGBF01000023.1_seq1...aph3p	Latent	NA
GCA_008122265.1_ASM812226v1_CP043042.1_seq1...class_A	Latent	NA
GCA_008274655.1_ASM827465v1_VTRV01000033.1_seq1...class_B_3	Latent	NA
GCA_008298015.1_ASM829801v1_VTPX01000020.1_seq1...class_A	Latent	NA
GCA_008704205.1_ASM870420v1_VXLC01000008.1_seq2...aph6	Latent	NA
GCA_009208735.1_ASM920873v1_WFLJ01000010.1_seq2...class_B_3	Latent	NA
GCA_009360735.1_ASM936073v1_SPER01001128.1_seq1...class_A	Latent	NA
GCA_009707365.1_ASM970736v1_CP046122.1_seq1...aph6	Latent	NA
GCA_009711125.1_ASM971112v1_WMIB01000016.1_seq1...class_A	Latent	NA
GCA_009740395.1_ASM974039v1_WOXT01000002.1_seq1...class_B_3	Latent	NA
GCA_009857915.1_ASM985791v1_WWCM01000004.1_seq1...class_A	Latent	NA
GCA_010093325.1_ASM1009332v1_PDWU01000002.1_seq1...class_A	Latent	NA
GCA_010233585.1_ASM1023358v1_CP045997.1_seq2...class_A	Latent	NA
GCA_010435915.1_ASM1043591v1_JAAFZH010000005.1_seq1...class_A	Latent	NA
GCA_010550245.1_ASM1055024v1_JAAGLU010000021.1_seq1...aph6	Latent	NA
GCA_010692745.1_ASM1069274v1_JAAHTB010000001.1_seq1...class_A	Latent	NA
GCA_011044255.1_ASM1104425v1_CP049107.1_seq1...class_B_3	Latent	NA
GCA_011326735.1_ASM1132673v1_JAANCN010000004.1_seq1...aph6	Latent	NA
GCA_011516935.1_ASM1151693v1_WOTF01000047.1_seq1...class_A	Latent	NA
GCA_011604685.1_ASM1160468v1_CP050063.1_seq1...class_A	Latent	NA
GCA_012849055.1_ASM1284905v1_CP051677.1_seq1...class_A	Latent	NA
GCA_013141325.1_ASM1314132v1_JABFRE010000230.1_seq1...class_B_3	Latent	NA
GCA_013146705.1_ASM1314670v1_CP045275.1_seq1...mph	Latent	NA
GCA_013155125.1_ASM1315512v1_CP053564.1_seq1...class_A	Latent	NA
GCA_013240295.1_ASM1324029v1_JABETK010000001.1_seq1...aph3p	Latent	NA
GCA_013314535.1_ASM1331453v1_JABUAE010000036.1_seq1...mph	Latent	NA
GCA_013391925.1_ASM1339192v1_BLYM01000414.1_seq1...class_A	Latent	NA
GCA_013416555.1_ASM1341655v1_JACCFG010000001.1_seq1...class_B_3	Latent	NA
GCA_013618865.1_ASM1361886v1_JABSOE010000038.1_seq1...class_A	Latent	NA
GCA_013695565.1_ASM1369556v1_JACDAG010000337.1_seq1...class_A	Latent	NA
GCA_013822005.1_ASM1382200v1_PNJT01000067.1_seq1...class_B_3	Latent	NA
GCA_013822125.1_ASM1382212v1_PNJY01000011.1_seq1...class_B_3	Latent	NA
GCA_014117325.1_ASM1411732v1_CP059732.1_seq1...class_A	Latent	NA
GCA_014199215.1_ASM1419921v1_JACIJC010000002.1_seq1...class_A	Latent	NA
GCA_014201885.1_ASM1420188v1_JACHFN010000003.1_seq1...aph6	Latent	NA
GCA_014202425.1_ASM1420242v1_JACHGT010000004.1_seq1...class_A	Latent	NA
GCA_014204915.1_ASM1420491v1_JACHMH010000001.1_seq2...aph6	Latent	NA
GCA_014534785.1_ASM1453478v1_JACVVO010000002.1_seq1...class_B_3	Latent	NA
GCA_014636865.1_ASM1463686v1_BMER01000001.1_seq1...class_A	Latent	NA
GCA_014641715.1_ASM1464171v1_BMIG01000022.1_seq1...class_A	Latent	NA
GCA_014642875.1_ASM1464287v1_BMJC01000002.1_seq1...class_A	Latent	NA
GCA_014763505.1_ASM1476350v1_JACXVE010000001.1_seq1...class_B_3	Latent	NA
GCA_014836545.1_ASM1483654v1_JACSQS010000008.1_seq1...class_A	Latent	NA
GCA_014836665.1_ASM1483666v1_JACSQJ010000007.1_seq1...class_B_3	Latent	NA
GCA_014844035.1_ASM1484403v1_CP062159.1_seq1...class_A	Latent	NA
GCA_014852005.1_ASM1485200v1_JACVAU010000001.1_seq1...class_B_3	Latent	NA
GCA_014873875.1_ASM1487387v1_JADBEM010000001.1_seq2...aph6	Latent	NA
GCA_014897315.1_ASM1489731v1_JABUYL010000013.1_seq1...class_A	Latent	NA
GCA_014897515.1_ASM1489751v1_JABUYD010000002.1_seq1...mph	Latent	NA
GCA_015352445.1_ASM1535244v1_JADKPO010000007.1_seq1...aph6	Latent	NA
GCA_015751765.1_ASM1575176v1_JADOTX010000001.1_seq1...aph6	Latent	NA
GCA_015751905.1_ASM1575190v1_JADOUF010000001.1_seq1...class_A	Latent	NA
GCA_015865005.1_ASM1586500v1_JADZGH010000031.1_seq1...aph6	Latent	NA
GCA_015893165.1_PDT000879727.1_DACSGZ010000011.1_seq1...class_A	Latent	NA
GCA_016093275.1_ASM1609327v1_JAEDAK010000010.1_seq1...class_A	Latent	NA
GCA_016462545.1_ASM1646254v1_JAEMTA010000002.1_seq1...class_A	Latent	NA
GCA_016463045.1_ASM1646304v1_JAEMSB010000826.1_seq1...class_A	Latent	NA
GCA_016587355.1_ASM1658735v1_BNJF01000003.1_seq1...aph2b	Latent	NA
GCA_016654005.1_ASM1665400v1_JAEPWN010000001.1_seq1...class_A	Latent	NA
GCA_016763755.1_ASM1676375v1_JAESTD010000255.1_seq1...class_A	Latent	NA
GCA_016774335.1_ASM1677433v1_JAETWA010000031.1_seq1...class_A	Latent	NA
GCA_016793595.1_ASM1679359v1_JAEULY010000004.1_seq1...aph6	Latent	NA
GCA_016798245.1_ASM1679824v1_JAEUZA010000002.1_seq1...mph	Latent	NA
GCA_016863635.1_ASM1686363v1_BOPG01000024.1_seq1...class_A	Latent	NA
GCA_016865585.1_ASM1686558v1_JAESND010000004.1_seq1...class_A	Latent	NA
GCA_016888005.1_ASM1688800v1_JAFDVE010000016.1_seq1...aph6	Latent	NA
GCA_016907895.1_ASM1690789v1_JAFBCV010000001.1_seq1...mph	Latent	NA
GCA_017104565.1_ASM1710456v1_JAAGPD010000009.1_seq1...class_A	Latent	NA
GCA_017355775.1_ASM1735577v1_JACTNF010000001.1_seq1...class_A	Latent	NA
GCA_017582035.1_ASM1758203v1_JAGFBM010000008.1_seq1...aph6	Latent	NA
GCA_017744445.1_ASM1774444v1_JAGIBH010000001.1_seq1...class_A	Latent	NA
GCA_017814915.1_ASM1781491v1_JAGIPZ010000001.1_seq1...class_A	Latent	NA
GCA_017814945.1_ASM1781494v1_JAGIPX010000018.1_seq1...class_A	Latent	NA
GCA_017832355.1_ASM1783235v1_JAFIBY010000008.1_seq1...class_B_3	Latent	NA
GCA_017996735.1_ASM1799673v1_JAGOGJ010000007.1_seq1...class_A	Latent	NA
GCA_018141425.1_ASM1814142v1_CP058561.1_seq1...class_B_1_2	Latent	NA
GCA_018263855.1_ASM1826385v1_CP073318.1_seq1...class_A	Latent	NA
GCA_018279895.1_ASM1827989v1_CP042285.1_seq1...class_A	Latent	NA
GCA_018316655.1_ASM1831665v1_CP074133.1_seq1...mph	Latent	NA
GCA_018380615.1_ASM1838061v1_JAGYVZ010000018.1_seq1...class_A	Latent	NA
GCA_018494085.1_ASM1849408v1_JABBFP010000003.1_seq1...class_A	Latent	NA
GCA_018598325.1_ASM1859832v1_JAHEWV010000019.1_seq1...aph6	Latent	NA
GCA_018608325.1_ASM1860832v1_JABAZW010000166.1_seq1...class_A	Latent	NA
GCA_018612745.1_ASM1861274v1_JAGGRK010000017.1_seq1...class_A	Latent	NA
GCA_018614035.1_ASM1861403v1_JAGGPA010000034.1_seq1...aph6	Latent	NA
GCA_018614055.1_ASM1861405v1_JAGGPB010000002.1_seq1...aph6	Latent	NA
GCA_018638295.1_ASM1863829v1_JABTTS010000030.1_seq1...aph6	Latent	NA
GCA_019024325.1_ASM1902432v1_JAFNJS010000008.1_seq1...class_A	Latent	NA
GCA_019039105.1_ASM1903910v1_JAHPIV010000010.1_seq1...mph	Latent	NA
GCA_019052805.1_ASM1905280v1_JAHQRJ010000001.1_seq1...class_A	Latent	NA
GCA_019091455.1_ASM1909145v1_JAGXJN010000002.1_seq1...class_A	Latent	NA
GCA_019247825.1_ASM1924782v1_JAFBAH010000155.1_seq1...class_A	Latent	NA
GCA_019375475.1_ASM1937547v1_JAHXGQ010000003.1_seq1...class_A	Latent	NA
GCA_019378935.1_ASM1937893v1_CP080029.1_seq1...aac3_class2	Latent	NA
GCA_019400875.1_ASM1940087v1_WMBF01000289.1_seq1...aph6	Latent	NA
GCA_019510245.1_ASM1951024v1_JAEKKT010000175.1_seq1...aph6	Latent	NA
GCA_019711335.1_ASM1971133v1_CP081296.1_seq1...class_B_3	Latent	NA
GCA_019740355.2_ASM1974035v2_CP091819.1_seq1...aac3_class2	Latent	NA
GCA_019795235.1_ASM1979523v1_JAIMCH010000004.1_seq1...class_D_2	Latent	NA
GCA_019803445.1_ASM1980344v1_CP081844.1_seq1...class_A	Latent	NA
GCA_019890695.1_ASM1989069v1_JAINZX010000592.1_seq1...aph6	Latent	NA
GCA_020037055.1_ASM2003705v1_JAIQDF010000002.1_seq1...class_B_1_2	Latent	NA
GCA_020200285.1_ASM2020028v1_JAIVIY010000003.1_seq1...class_B_3	Latent	NA
GCA_020216525.1_ASM2021652v1_JAIWOY010000008.1_seq1...aph6	Latent	NA
GCA_020595125.1_ASM2059512v1_JACNMS010000006.1_seq1...mph	Latent	NA
GCA_020735865.1_ASM2073586v1_CP085975.1_seq2...class_A	Latent	NA
GCA_020880975.1_ASM2088097v1_JAJIWP010000003.1_seq1...class_B_3	Latent	NA
GCA_020889605.1_ASM2088960v1_JAJGPW010000008.1_seq1...class_A	Latent	NA
GCA_021284745.1_ASM2128474v1_CP089925.1_seq1...class_B_3	Latent	NA
GCA_021725675.1_ASM2172567v1_JAKJPO010000001.1_seq1...class_B_3	Latent	NA
GCA_021741355.1_ASM2174135v1_JAIOXZ010000003.1_seq1...class_A	Latent	NA
GCA_022376835.1_ASM2237683v1_CP084606.1_seq1...class_A	Latent	NA
GCA_022555695.1_ASM2255569v1_JAKYXF010000004.1_seq1...class_A	Latent	NA
GCA_022602375.1_ASM2260237v1_JAKZKJ010000001.1_seq1...class_A	Latent	NA
GCA_022664195.1_ASM2266419v1_JAKUGX010000013.1_seq1...aph2b	Latent	NA
GCA_022701295.1_ASM2270129v1_CP033204.1_seq1...class_B_3	Latent	NA
GCA_022787525.1_ASM2278752v1_JALFWH010000055.1_seq1...class_A	Latent	NA
